page,title,description,bedrooms,bathrooms,toilets,garage,location,city,price
56,Newly Built 2 Bedroom Flat,2 bedroom flat / apartment for rent,2,2,3,2,"Lekki Palm City Extension, Ajah, Lagos",Ajah,1500000
56,One Room And Parlor Self Contain,1 bedroom mini flat (room and parlour) for rent,1,1,1,0,"Ikorodu, Lagos",Ikorodu,180000
56,2 Bedroom Apartment,2 bedroom flat / apartment for rent,2,2,2,0,"Ikorodu, Lagos",Ikorodu,300000
56,"A Decent And Spacious Newly Built 3 Bedroom Flat, Downstairs",3 bedroom flat / apartment for rent,3,3,4,1,"Ijesha, Surulere, Lagos",Surulere,1400000
56,Executive Luxuriously Finished 2 Bedrooms Flat,2 bedroom flat / apartment for rent,2,2,3,1,"Alapere, Ketu, Lagos",Ketu,1000000
56,Room And Parlour,1 bedroom mini flat (room and parlour) for rent,1,1,1,0,"Igbo Efon / New Road, Lekki, Lagos",Lekki,1200000
56,A Lovely And Nice Well Finished 2 Bedroom Flat With Pop,2 bedroom flat / apartment for rent,2,2,3,1,"Iwaya, Yaba, Lagos",Yaba,1100000
56,Luxury Massive 3 Bedrooms Flat,3 bedroom flat / apartment for rent,3,3,4,4,"Ikate, Lekki, Lagos",Lekki,4000000
56,Self Contain,Self contain (single rooms) for rent,0,1,1,4,"Ocean Bay Estate, Orchid, Lekki Expressway, Lekki, Lagos",Lekki,500000
56,3 Bedrooms Flat,3 bedroom flat / apartment for rent,3,3,4,0,"Xtadock Estate, Ado, Ajah, Lagos",Ajah,1000000
56,Room And Parlour,1 bedroom mini flat (room and parlour) for rent,1,1,1,0,"Behind Nipco Filing Station, Oke Ira, Ajah, Lagos",Ajah,450000
56,Brand New Room And Parlour,1 bedroom mini flat (room and parlour) for rent,1,1,1,0,"Behind Nipco Filing Station, Oke Ira, Ajah, Lagos",Ajah,500000
57,An Exquisite And Luxurious 3 Bedroom Apartment,3 bedroom flat / apartment for rent,3,3,4,3,"Ikoyi, Lagos",Ikoyi,15000000
57,2 Bedrooms,2 bedroom flat / apartment for rent,2,2,2,2,"Igbo Efon, Lekki, Lagos",Lekki,1500000
57,Spectacular 2 Bedroom Apartment,2 bedroom flat / apartment for rent,2,2,2,0,"Megamond, Lekki, Lagos",Lekki,3000000
57,Amazing 3 Bedroom Apartment,3 bedroom flat / apartment for rent,3,3,3,0,"Ikota Villa, Ikota, Lekki, Lagos",Lekki,2500000
57,Luxury 2 Bedroom Flat,2 bedroom flat / apartment for rent,2,1,3,0,"Banana Island, Ikoyi, Lagos",Ikoyi,12000000
57,Luxury 2 Bedroom Flat,2 bedroom flat / apartment for rent,2,1,3,0,"Banana Island, Ikoyi, Lagos",Ikoyi,9000000
57,Brand New 2 Bedroom Flat,2 bedroom flat / apartment for rent,2,2,3,0,"Ogombo, Ajah, Lagos",Ajah,900000
57,Executive Room Self Contain Perfectly Finished With Pop Ceiling,Self contain (single rooms) for rent,0,1,1,4,"Awoyaya Phase 2, Awoyaya, Ibeju Lekki, Lagos",Lekki,285000
57,Spacious 3 Bedroom Flat,3 bedroom flat / apartment for rent,3,3,4,0,"Badore, Ajah, Lagos",Ajah,1000000
57,1 Bedroom Apartment,1 bedroom mini flat (room and parlour) for rent,1,1,1,0,"Pero Off New Town, Ogombo, Ajah, Lagos",Ajah,400000
57,1 Bedroom,1 bedroom mini flat (room and parlour) for rent,1,1,1,0,"Pero, Ogombo, Ajah, Lagos",Ajah,450000
57,Tastefully Built 3 Bedroom Flat,3 bedroom flat / apartment for rent,3,3,4,0,"Thomas Estate, Ajah, Lagos",Ajah,1000000
57,"Serviced With 24 Hours Light, 3 Bedrooms En-suite Flat",3 bedroom flat / apartment for rent,3,3,4,2,"Lekki Phase 1, Lekki, Lagos",Lekki,3500000
57,Serviced 3 Bedroom En-suite Spacious Flat With Fitted Kitchen,3 bedroom flat / apartment for rent,3,3,4,2,"Ikate Elegushi, Lekki, Lagos",Lekki,3500000
57,Very Clean 3 Bedroom Apartment Available,3 bedroom flat / apartment for rent,3,3,4,2,"Aguugi/osapa, Osapa, Lekki, Lagos",Lekki,2000000
57,"Luxury Mini Flat, Upstairs With Private Balcony",1 bedroom mini flat (room and parlour) for rent,1,1,1,2,"Admiralty Way, Lekki Phase 1, Lekki, Lagos",Lekki,2400000
57,Well Maintained And Massive Studio Apartment Upstairs,Self contain (single rooms) for rent,0,1,1,2,"Off Admiralty Way, Lekki Phase 1, Lekki, Lagos",Lekki,1000000
57,Spacious Self Contained Apartment,Self contain (single rooms) for rent,0,1,1,1,"Admiralty, Lekki Phase 1, Lekki, Lagos",Lekki,1300000
57,Serviced Miniflat Apartment. Upstairs With Standby Generators,1 bedroom mini flat (room and parlour) for rent,1,1,1,2,"Off Admiralty Way, Lekki Phase 1, Lekki, Lagos",Lekki,2400000
57,"Mini Flat, Upstairs. 24 Hours Electricity",1 bedroom mini flat (room and parlour) for rent,1,1,1,2,"Lekki Phase 1, Lekki, Lagos",Lekki,3000000
57,New And Cozy 2 Bedroom Apartment Upstairs. 24 Hours Electricity Gated,2 bedroom flat / apartment for rent,2,2,3,2,"Lekki Phase 1, Lekki, Lagos",Lekki,2500000
58,An Exquisite And Luxurious 3 Bedroom Apartment,3 bedroom flat / apartment for rent,3,3,4,3,"Ikoyi, Lagos",Ikoyi,15000000
58,2 Bedroom Apartment Upstairs,2 bedroom flat / apartment for rent,2,2,3,3,"Off Admiralty Way, Lekki Phase 1, Lekki, Lagos",Lekki,2400000
58,Serviced 3 Bedroom Apartment With Bq. 24 Hours Electricity. Pool. Gym.,3 bedroom flat / apartment for rent,3,3,4,4,"Lekki Phase 1, Lekki, Lagos",Lekki,6000000
58,A Well Maintained Miniflat Apartment Upstairs With Balcony,1 bedroom mini flat (room and parlour) for rent,1,1,1,1,"Lekki Phase 1, Lekki, Lagos",Lekki,3000000
58,"Executive 1 Bedroom Apartment, Upstairs With Balcony",1 bedroom mini flat (room and parlour) for rent,1,1,1,2,"Lekki Phase 1, Lekki, Lagos",Lekki,3000000
58,"Brand New Mini Flat, Massively Built",1 bedroom mini flat (room and parlour) for rent,1,1,1,2,"Lekki Phase 1, Lekki, Lagos",Lekki,2600000
58,Well Maintained 3 Bedrooms Apartment. Serviced With Gen.,3 bedroom flat / apartment for rent,3,3,4,2,"Lekki Phase 1, Lekki, Lagos",Lekki,4000000
58,Serviced 3 Bedroom Apartment With Bq And Balcony,3 bedroom flat / apartment for rent,3,3,4,4,"Off Admiralty Way, Lekki Phase 1, Lekki, Lagos",Lekki,4500000
58,Luxurious Miniflat Duplex With 2 Toilets And Massive Rooms,1 bedroom mini flat (room and parlour) for rent,1,1,1,2,"Admiralty Way, Lekki Phase 1, Lekki, Lagos",Lekki,3000000
58,"Executive Mini Flat, Upstairs",1 bedroom mini flat (room and parlour) for rent,1,1,1,1,"Off Admiralty Way, Lekki Phase 1, Lekki, Lagos",Lekki,2500000
58,Brand New,4 bedroom flat / apartment for rent,4,3,4,0,"Ikoyi, Lagos",Ikoyi,7500000
58,Brand New Magnificent Executive 2 Bedrooms Luxury Apartment,2 bedroom flat / apartment for rent,2,2,3,2,"Lakewood Estate, Owode Langbasa, Ajah, Lagos",Ajah,1500000
58,Luxury 2 Unit Of 3 Bedroom Flat With Bq,3 bedroom flat / apartment for rent,3,3,4,2,"Off Banana Road, Ikoyi, Lagos",Ikoyi,5000000
58,Luxury 2 Bedroom Penthouse With Ocean View,2 bedroom flat / apartment for rent,2,2,3,2,"Banana Island, Ikoyi, Lagos",Ikoyi,25000000
58,Newly Built Room And Parlour,1 bedroom mini flat (room and parlour) for rent,1,1,1,0,"Sunshine Estate, Sangotedo, Ajah, Lagos",Ajah,1500000
58,Clean 3 Bedroom Apartment With Excellent Facilities,3 bedroom flat / apartment for rent,3,3,4,3,"Monastery Road By Shoprite, Sangotedo, Ajah, Lagos",Ajah,900000
58,A Room Self Contained,Self contain (single rooms) for rent,0,1,1,1,"Ogba, Ikeja, Lagos",Ikeja,400000
58,3 Bedroom Flat,3 bedroom flat / apartment for rent,3,3,4,0,"Therannex Silver-land Estate, Sangotedo, Ajah, Lagos",Ajah,2500000
58,A Very Huge Penthouse Self-contain,Self contain (single rooms) for rent,0,1,1,0,"Close To Lekki County, Ikota, Lekki, Lagos",Lekki,750000
58,Luxury Mini Apartment ( Bungalow),1 bedroom mini flat (room and parlour) for rent,1,1,1,1,"Lekki Phase 1, Lekki, Lagos",Lekki,2000000
58,Executive 3 Bedroom Flat,3 bedroom flat / apartment for rent,3,3,4,2,"Akinsulere, Off Adetola, Aguda, Surulere, Lagos",Surulere,1500000
59,An Exquisite And Luxurious 3 Bedroom Apartment,3 bedroom flat / apartment for rent,3,3,4,3,"Ikoyi, Lagos",Ikoyi,15000000
59,Lovely And Spacious 2 Bedroom Apartment Available,2 bedroom flat / apartment for rent,2,2,3,2,"Lekki 2nd Toll Gate, Lafiaji, Lekki, Lagos",Lekki,2500000
59,Newly Renovated Mini Flat (upstairs),1 bedroom mini flat (room and parlour) for rent,1,1,1,0,"Olusosun, Oregun, Ikeja, Lagos",Ikeja,600000
59,4 Units Of Newly Built 2 Bedroom Flat,2 bedroom flat / apartment for rent,2,2,2,8,"Aderukpopo Street, Onike, Iwaya, Yaba, Lagos",Yaba,1100000
59,3 Bedroom Flat,3 bedroom flat / apartment for rent,3,3,4,0,"Thomas Estate, Ajiwe, Ajah, Lagos",Ajah,1700000
59,New 2 Bedroom Flat,2 bedroom flat / apartment for rent,2,2,3,0,"Lekki Phase 1, Lekki, Lagos",Lekki,4000000
59,Executive 2 Bedroom Flat,2 bedroom flat / apartment for rent,2,2,3,2,"Cooperation Estate, Amuwo Odofin, Lagos",Odofin,1800000
59,Neat 2 Bedroom Flat,2 bedroom flat / apartment for rent,2,3,3,2,"Ikoyi, Lagos",Ikoyi,4700000
59,Lovely Built 3 Bedroom Flat,3 bedroom flat / apartment for rent,3,3,4,0,"Abiola Farm Estate, Phase 1, Ayobo, Lagos",Ayobo,600000
59,Newly Built Miniflat,1 bedroom mini flat (room and parlour) for rent,1,1,1,0,"So Easy, Ayobo, Lagos",Ayobo,300000
59,Very Spacious 2 Bedroom Apartment,2 bedroom flat / apartment for rent,2,2,3,0,"Badore, Ajah, Lagos",Ajah,1000000
59,Lovely Built 2 Bedroom Flat,2 bedroom flat / apartment for rent,2,2,2,0,"Abiola Farm Estate, Phase I, Ayobo, Lagos",Ayobo,500000
59,2-units Of Single Room Self-contained,Self contain (single rooms) for rent,0,1,1,1,"Osapa, Lekki, Lagos",Lekki,900000
59,"Lovely Newly Built 2bedroom Flat At Abiola Farm Estate, Ayobo",2 bedroom flat / apartment for rent,2,2,3,0,"Abiola Farm Estate, Phase I, Ayobo, Ayobo, Lagos",Ayobo,500000
59,Newly Built 2 Bedroom Flat,2 bedroom flat / apartment for rent,2,2,3,0,"Valley View Estate, Aboru, Iyana Ipaja, Ipaja, Lagos",Ipaja,650000
59,Luxury 2 Bedroom Flat,2 bedroom flat / apartment for rent,2,1,2,0,"Lekki Phase 1, Lekki, Lagos",Lekki,10000000
59,A Brand New Two Bedroom Flat In A Good Estate,2 bedroom flat / apartment for rent,2,3,3,0,"Badore, Ajah, Lagos",Ajah,1300000
59,A Brand New Self Contained In A Decent Estate,Self contain (single rooms) for rent,0,1,1,0,"Badore Road, Ajah, Lagos",Ajah,300000
59,A Brand New Two Bedroom Flat In A Good Estate,2 bedroom flat / apartment for rent,2,3,3,0,"Ado Road, Ajah, Lagos",Ajah,1300000
59,Studio Single Room Self-contained (shared Kitchen),Self contain (single rooms) for rent,0,1,1,1,"Osapa London, Lekki, Lagos., Lekki, Lagos",Lekki,1100000
59,A Brand New Two Bedroom Flat In A Gated And Secured Close,2 bedroom flat / apartment for rent,2,3,3,0,"Estate Near Lekki Palm City Ado Road, Ajah, Lagos",Ajah,1500000
60,An Exquisite And Luxurious 3 Bedroom Apartment,3 bedroom flat / apartment for rent,3,3,4,3,"Ikoyi, Lagos",Ikoyi,15000000
60,A Brand New Three Bedroom Flat In An Estate,3 bedroom flat / apartment for rent,3,4,4,0,"Badore, Ajah, Lagos",Ajah,1100000
60,1-bedroom/miniflat With Massive Kitchen,1 bedroom mini flat (room and parlour) for rent,1,1,1,1,"Osapa London, Lekki, Lagos., Lekki, Lagos",Lekki,1900000
60,2 Bedroom Serviced Flat,2 bedroom flat / apartment for rent,2,3,3,2,"Banana Island, Ikoyi, Lagos",Ikoyi,8000000
60,3 Bedroom Flat,3 bedroom flat / apartment for rent,3,3,4,2,"Oniru, Victoria Island (VI), Lagos",Victoria Island,6000000
60,Two Bedroom,Self contain (single rooms) for rent,0,1,1,0,"Igbo Efon, Lekki, Lagos",Lekki,300000
60,Beautiful Portable Mini Flat,1 bedroom flat / apartment for rent,1,1,1,0,"Chevron Drive, Chevy View, Lekki, Lagos",Lekki,1300000
60,Luxury 5 Bedroom Pent House Apartment,5 bedroom flat / apartment for rent,5,5,6,0,"Off Adeola Odeku, Victoria Island (VI), Lagos",Victoria Island,40000000
60,4 Bedroom Apartment,4 bedroom flat / apartment for rent,4,4,5,0,"Old Ikoyi, Ikoyi, Lagos",Ikoyi,10000000
60,Lovely Modern 2 Bedroom All Rooms Ensuite Flat,2 bedroom flat / apartment for rent,2,2,3,0,"Yaba, Lagos",Yaba,1300000
60,Lovely 3 Bedroom Apartment,3 bedroom flat / apartment for rent,3,3,4,2,"Lekki Phase 1, Lekki, Lagos",Lekki,5000000
60,Lovely 3 Bedrooms Apartment,3 bedroom flat / apartment for rent,3,3,4,0,"Lekki Phase 1, Lekki, Lagos",Lekki,4000000
60,Lovely 3 Bedroom Flat ( Upstairs),3 bedroom flat / apartment for rent,3,3,3,0,"Yaba, Lagos",Yaba,1600000
60,Self Contained Studio Flat,Self contain (single rooms) for rent,0,1,1,1,"Chevyview Estate ., Lekki, Lagos",Lekki,650000
60,Spacious 2 Bedroom Flat,2 bedroom flat / apartment for rent,2,2,2,0,"Yaba, Lagos",Yaba,1000000
60,Clean Mini Flat,1 bedroom mini flat (room and parlour) for rent,1,1,1,0,"Abaranje, Ikotun, Lagos",Ikotun,250000
60,Cheap Mini Flat,1 bedroom mini flat (room and parlour) for rent,1,1,1,0,"Abaranje, Ikotun, Lagos",Ikotun,200000
60,Lovely And Nice Well Finished Newly Built Mini Flat,1 bedroom mini flat (room and parlour) for rent,1,1,1,1,"Aguda, Surulere, Lagos",Surulere,800000
60,Luxury,3 bedroom flat / apartment for rent,3,2,3,0,"Lekki Phase 1, Lekki, Lagos",Lekki,6000000
60,3 Bedrooms Flat,3 bedroom flat / apartment for rent,3,3,3,0,"Lekki Phase 1, Lekki, Lagos",Lekki,2500000
60,"3 Bedroom Flat With Pool, Gym, Tennis Court",3 bedroom flat / apartment for rent,3,3,4,3,"Oniru, Victoria Island (VI), Lagos",Victoria Island,6000000
61,An Exquisite And Luxurious 3 Bedroom Apartment,3 bedroom flat / apartment for rent,3,3,4,3,"Ikoyi, Lagos",Ikoyi,15000000
61,Self Contained,Self contain (single rooms) for rent,0,1,1,0,"Off Ado Road, Ado, Ajah, Lagos",Ajah,300000
61,A Mini Flat,1 bedroom mini flat (room and parlour) for rent,1,1,1,0,"Iyana Oworo, Shomolu, Lagos",Shomolu,350000
61,Brand New 2 Bedroom Apartment,2 bedroom flat / apartment for rent,2,2,3,2,"Chevron 2nd Toll Gate, Lekki, Lagos",Lekki,2500000
61,Luxury Newly Built 2 Bedroom Flat,2 bedroom flat / apartment for rent,2,3,3,8,"Omole Phase 1, Ikeja, Lagos",Ikeja,1500000
61,Luxury And Spacious 2 Bedroom Apartment On Second Floor,2 bedroom flat / apartment for rent,2,2,3,2,"Sangotedo, Ajah, Lagos",Ajah,900000
61,Brand New 1 Bedroom Mini Flat,1 bedroom mini flat (room and parlour) for rent,1,1,1,0,"Badore, Ajah, Lagos",Ajah,350000
61,Brand New 2 Bedroom Flat With Excellent Facilities,2 bedroom flat / apartment for rent,2,3,3,0,"Comperative Estates, Badore, Ajah, Lagos",Ajah,1100000
61,1 Bedroom Flat,1 bedroom mini flat (room and parlour) for rent,1,1,1,2,"Chevron Drive, Lekki, Lagos",Lekki,1800000
61,2 Bedroom Flat,2 bedroom flat / apartment for rent,2,2,3,3,"Marwa, Lekki Phase 1, Lekki, Lagos",Lekki,2500000
61,Luxury 2 Bedroom Furnished Flat,2 bedroom flat / apartment for rent,2,2,3,0,"Oniru, Victoria Island (VI), Lagos",Victoria Island,8500000
61,Luxury 2 Bedroom Upper Floor Flat,2 bedroom flat / apartment for rent,2,2,3,0,"Banana Island, Ikoyi, Lagos",Ikoyi,8000000
61,3 Bedroom Flat,3 bedroom flat / apartment for rent,3,3,4,0,"Orchids, Lekki, Lagos",Lekki,2500000
61,Single Room,Self contain (single rooms) for rent,0,1,1,0,"Iyana Oworo, Shomolu, Lagos",Shomolu,60000
61,Tastefully Finished Standard 2 Bedroom Apartment In A Secured Environment,2 bedroom flat / apartment for rent,2,2,3,2,"Lagos Business School, Olokonla, Ajah, Lagos",Ajah,1650000
61,Newly Renovated 3 Bedroom Ensuite Serviced Apartment With Bq,3 bedroom flat / apartment for rent,3,3,4,2,"Elegushi, Ikate, Lekki, Lagos",Lekki,4000000
61,3 Bedroom Apartment,3 bedroom flat / apartment for rent,3,3,4,0,"Ikoyi, Lagos",Ikoyi,10000000
61,Luxury Mini Flat,1 bedroom mini flat (room and parlour) for rent,1,1,1,1,"United Estate, Sangotedo, Ajah, Lagos",Ajah,700000
61,Big Miniflat,1 bedroom mini flat (room and parlour) for rent,1,1,1,1,"Off Alfa Beach Road, Igbo Efon, Lekki, Lagos",Lekki,550000
61,Luxury 2 Bedroom Flat,2 bedroom flat / apartment for rent,2,2,3,2,"Ocean Palm Estate, Sangotedo, Ajah, Lagos",Ajah,1400000
61,Finley Finished Standard 2 Bedroom Apartment In A Secured Estate,2 bedroom flat / apartment for rent,2,2,3,0,"Aptech, Blenco Supermarket, Sangotedo, Ajah, Lagos",Ajah,1600000
62,"Renovated Block Of City View 4 Bedroom Apartments With Bq, Tennis, Squash",4 bedroom flat / apartment for rent,4,4,5,2,"Banana Island Estate, Banana Island, Ikoyi, Lagos",Ikoyi,13000000
62,Serviced With 24hours Light 2 Bedroom En-suite Flat With Swimming Pool,2 bedroom flat / apartment for rent,2,2,3,0,"Ikate Elegushi, Lekki, Lagos",Lekki,4000000
62,Luxury 3 Bedroom Pent Floor Apartment,3 bedroom flat / apartment for rent,3,3,3,1,"Simeon Akinlonu Four Point, Oniru, Victoria Island (VI), Lagos",Victoria Island,7000000
62,Newly Built 3 Bedroom Flat +bq,3 bedroom flat / apartment for rent,3,4,4,4,"Lekki Phase 1, Lekki, Lagos",Lekki,5000000
62,Tastefully Built 3 Bedrooms Flat,3 bedroom flat / apartment for rent,3,3,4,2,"Thomas Estate, Ajah, Lagos",Ajah,1000000
62,Furnished Mini Apartment,1 bedroom mini flat (room and parlour) for rent,1,1,1,1,"Off Fola Osibo, Lekki, Lagos",Lekki,2500000
62,Luxurious Standard Mini Flat,1 bedroom mini flat (room and parlour) for rent,1,1,1,0,"Burdillon Court Estate, Chevron Drive, Chevron, Lekki, Lagos",Lekki,1500000
62,Tastefully Built 2 Bedrooms Flat,2 bedroom flat / apartment for rent,2,2,3,2,"Lekki Scheme 2, Ilaje, Ajah, Lagos",Ajah,1100000
62,2 Bedrooms Flat,2 bedroom flat / apartment for rent,2,1,2,0,"Badore, Ajah, Lagos",Ajah,900000
62,Executive Two Bedroom Flat (up And Down),2 bedroom flat / apartment for rent,2,3,3,2,"Off Haruna, Obawole, Ogba, Ikeja, Lagos",Ikeja,900000
62,A Mini Flat,1 bedroom mini flat (room and parlour) for rent,1,1,1,2,"Chevron, Lekki, Lagos",Lekki,1400000
62,Tastefully Built 2 Bedroom Flat,2 bedroom flat / apartment for rent,2,2,3,2,"Mobil Road, Ajah, Lagos",Ajah,800000
62,Brand New Serviced 2 Bedroom Apartment,2 bedroom flat / apartment for rent,2,1,2,0,"Lekki Peninsula, Ajah, Lagos",Ajah,2000000
62,Spacious Self Contained Apartment,Self contain (single rooms) for rent,0,1,1,0,"Opposite Bedmate Furniture, Ologolo, Lekki, Lagos",Lekki,800000
62,Luxury Mini Flat With Bancony,1 bedroom mini flat (room and parlour) for rent,1,1,1,0,"Lekki Phase 1, Lekki, Lagos",Lekki,2200000
62,Newly Built & Exquisitely Finished 2(no) 3 Bedroom Flats,3 bedroom flat / apartment for rent,3,3,4,2,"Road 13 Ikota Villa Estate, Ikota, Lekki, Lagos",Lekki,3000000
62,Well Maintained And Well Finished 3 Bedroom Flat In A Serviced Block,3 bedroom flat / apartment for rent,3,3,4,3,"Bede Alegbue Street, Off Seagate Estate Road, Salem Bus-stop, Ikate Elegushi, Lekki, Lagos",Lekki,4000000
62,Grace Mini Flat,1 bedroom flat / apartment for rent,1,1,1,1,"Jibown By Yabatech, Yaba, Lagos",Yaba,700000
62,Luxury 3 Bedroom Apartment,3 bedroom flat / apartment for rent,3,3,3,1,"Kilo, Surulere, Lagos",Surulere,1300000
62,1 Bedroom Apartment,1 bedroom mini flat (room and parlour) for rent,1,1,1,1,"House On The Rock Ilason Bustop., Lekki, Lagos",Lekki,1500000
62,3 Bedroom Flat,3 bedroom flat / apartment for rent,3,3,3,2,"Infinity Estate, Ado, Ajah, Lagos",Ajah,1500000
63,An Exquisite And Luxurious 3 Bedroom Apartment,3 bedroom flat / apartment for rent,3,3,4,3,"Ikoyi, Lagos",Ikoyi,15000000
63,2 Bedroom Flat,2 bedroom flat / apartment for rent,2,2,2,2,"Infinity Estate, Ado, Ajah, Lagos",Ajah,1200000
63,Brand New Luxury 2 Bedroom Flat Available,2 bedroom flat / apartment for rent,2,1,3,2,"Orchid Road, 2nd Toll Gate, Lekki Phase 2, Lekki, Lagos",Lekki,2500000
63,Unique 3 Bedroom Flat,3 bedroom flat / apartment for rent,3,2,3,0,"Sabo, Yaba, Lagos",Yaba,1500000
63,Serviced & Furnished Self Contain Room With Swimming Pool,Self contain (single rooms) for rent,0,1,1,0,"Eric Moore Height, Eric Moore, Surulere, Lagos",Surulere,1500000
63,Shared Apartment In A Secured Estate,Self contain (single rooms) for rent,0,1,1,1,"Idado, Lekki, Lagos",Lekki,900000
63,New Service 2 Bedroom Flat,2 bedroom flat / apartment for rent,2,2,3,2,"Lekki Scheme 2, Ajah, Lagos",Ajah,2000000
63,2 Bedroom Flat Upstairs And Down Flat Available,2 bedroom flat / apartment for rent,2,1,2,0,"Ologolo, Lekki, Lagos",Lekki,2200000
63,"Newly Built Mini Flat With Pop, Car Pack And Modern Facilities.",1 bedroom mini flat (room and parlour) for rent,1,1,1,1,"Ojuelegba, Surulere, Lagos",Surulere,700000
63,Self Contained Perfectly Fine With Pop,Self contain (single rooms) for rent,0,1,1,1,"Igando,oloja., Onosa, Ibeju Lekki, Lagos",Lekki,170000
63,1 Bedroom (mini Flat) With 2 Toilets (up & Down Flats Available),1 bedroom mini flat (room and parlour) for rent,1,1,1,0,"Ologolo, Lekki, Lagos",Lekki,1600000
63,Luxury 4 Bedrooms Apartment With 2 Room Bq,4 bedroom flat / apartment for rent,4,4,5,0,"Old Ikoyi, Ikoyi, Lagos",Ikoyi,16000000
63,Newly Built Tastefully Finished 3 Bedroom Flat,3 bedroom flat / apartment for rent,3,3,4,0,"Off Agbonyi, Via Adelabu Road, Surulere, Lagos",Surulere,2000000
63,Fantastic 3 Bedroom Apartment,3 bedroom flat / apartment for rent,3,3,3,0,"Chevron Alternative Route, Lekki, Lagos",Lekki,3000000
63,2 Bedrooms Flat,2 bedroom flat / apartment for rent,2,1,2,0,"Badore, Ajah, Lagos",Ajah,1200000
63,A Modern 3 Bedroom Flat,3 bedroom flat / apartment for rent,3,3,4,2,"Off Wole Ario, Lekki, Lagos",Lekki,4000000
63,2 Bedrooms Flat With A Bq And Swimming Pool,2 bedroom flat / apartment for rent,2,2,3,0,"Oniru, Victoria Island (VI), Lagos",Victoria Island,3800000
63,Best Price 3 Bedroom Maisonette,3 bedroom flat / apartment for rent,3,3,4,0,"Old Ikoyi, Ikoyi, Lagos",Ikoyi,10000000
63,Relatively New 3 Bedroom Flat With All Rooms Ensuite,3 bedroom flat / apartment for rent,3,2,3,0,"Trem Church., Obanikoro, Shomolu, Lagos",Shomolu,2000000
63,Brand New Fully Serviced 2 Bedroom Flat Apartment Available,2 bedroom flat / apartment for rent,2,2,3,2,"Ikate,elegushi, Lekki Phase 1, Lekki, Lagos",Lekki,4000000
63,Well Finished 2 Bedroom,2 bedroom flat / apartment for rent,2,2,3,3,"Cluster One Estate, Ikota Villa, Ikota, Lekki, Lagos",Lekki,2000000
